,text,agg,conds
43657,"what is the average frequency, when type is ""norteño"", and when brand is ""la cotorra""",5,2
43658,"what is type, when frequency is ""1480""",0,1
43659,"what is the sum of frequency, when type is ""christian pop""",4,1
43660,"what is the type, when callsign is ""xetam""",0,1
43661,which chief judge has appointed by of reagan category:articles with hcards,0,1
43662,"which senior status has a chief judge of —, a reason for termination of death, and active service of 1967–1983",0,3
43663,"which senior status has appointed by of l. johnson category:articles with hcards, and born/died of 1918–2009",0,2
43664,which chief judge has active service of 1873–1875,0,1
43665,which reason for termination has appointed by of eisenhower category:articles with hcards,0,1
43666,which senior status has a chief judge of 1991–1995,0,1
43667,when did the wolverhampton wanderers play at home,0,1
43668,what are 2004's notes,0,1
43669,what year did yuri omeltchenko win silver,0,1
43670,who won silver in 2000,0,1
43671,what is the score on april 12,0,1
43672,what is the score on april 5,0,1
43673,what was the result when there were 6 matches,0,1
43674,what year was the result did not qualify,0,1
43675,what was the result in 2008,0,1
43676,"what was the to par score for tim herron, who had a score of 69-72=141",0,2
43677,which golfer finished with a score of 70-71=141,0,1
43678,"in what place did adam scott, who had a to par score of +1, finish",0,2
43679,in what place did the golfer that scored 66-74=140 finish,0,1
43680,which player has a place of t2,0,1
43681,what is the score for nick faldo,0,1
43682,what's the average against of leopold with more than 11 wins,5,2
43683,how many total wins for leopold that had fewer than 1706 against,4,2
43684,what is the largest number of draws of st josephs with losses greater than 6 and less than 1250 against,1,3
43685,what is the total number of against when they had 14 losses and more than 0 byes,4,2
43686,"what is classification, when dennis kucinich is ""3%"", and when % of all is ""53%""",0,2
43687,"what is dennis kucinich, when % of all is ""53%""",0,1
43688,"what is john edwards, when john kerry is ""70%""",0,1
43689,"what is dennis kucinich, when classification is ""democrat""",0,1
43690,"what is john kerry, when john edwards is ""20%""",0,1
43691,"what is % of all, when dennis kucinich is ""5%""",0,1
43692,what is robert emmiyan's wind number,0,1
43693,what athlete has a wind number of 1.4,0,1
43694,"what is the mark from april 2, 1994 with a wind number of 2.0",0,2
43695,what is the date of the second round,0,1
43696,what is the round on 26 august 1995,0,1
43697,what is the round played on 13 october 1984,0,1
43698,what is the result for ssv ulm 1846,0,1
43699,what is the transfer window when moving to alianza atlético by the name of v. zapata,0,2
43700,where is moving to the type loaned out under the name tragodara,0,2
43701,what is the name when moving to atlético minero,0,1
43702,what is the type movinig to alianza atlético,0,1
43703,what is the name moving to atlético minero,0,1
43704,what is the surface on 15 august 2009,0,1
43705,how many seats does the party of others have with a change of -1 and more than 0% votes,4,3
43706,what are the fewest seats with a -3.7% change and more than 4.7% votes,2,2
43707,what is the change number with fewer than 4.7% votes and more than 0 seats,4,2
43708,what are the fewest seats with fewer than 5.4% seats and more than -1 change,2,2
43709,"what was the score where olga lugina played in the tournament of poitiers , france itf $25,000",0,2
43710,what surface did ruxandra dragomir play on,0,1
43711,who had the opponent of lenka cenková kateřina šišková in the final,0,1
43712,what tournament had an opponent of els callens nancy feber,0,1
43713,what kind of winning driver has a winning constructor of mercer,0,1
43714,"which winning driver has a winning constructor of mercedes, and a name of elgin trophy",0,2
43715,name the report of tourist trophy,0,1
43716,name the winning constructor on 31 may and a circuit of madonie,0,2
43717,"name the date of mercedes, and a circuit of elgin",0,2
43718,name the winning driver of mercedes on 22 august,0,2
43719,which  coach had a 2007-2008 season of 6th,0,1
43720,which stadium did rashid budaj coach,0,1
43721,who coached for al farwaniyah,0,1
43722,who was the coach for qadsia,0,1
43723,which stadium had the club kuwait,0,1
43724,what's the score in 1990,0,1
43725,who was the champion of the philips open with a runner-up of javier sánchez,0,2
43726,what's the score of the nice international championships where björn borg was the champion,0,2
43727,"what year had a score of 6–2, 2–6, 5–7, 7–6, 8–6",0,1
43728,what's the name when henrik sundström was champion,0,1
43729,"when the away team was bolton wanderers, what was the score",0,1
43730,"on the date of 30/01/1991, when the away team was liverpool, what was the score",0,2
43731,"when the tie no was 1, what was the score",0,1
43732,"when the home team was shrewsbury town, what was the score",0,1
43733,"when the home team was woking, what was the tie no",0,1
43734,how many people attended the game against away team cambridge city,0,1
43735,who was the home team that played against aylesbury vale,0,1
43736,which home team has 44 ties,0,1
43737,how many people attended the game with home team witton albion,0,1
43738,what was the attendance at the billericay town home game,0,1
43739,what was the tie number of the away game for ashford town (middx),0,1
43740,what was the attendance at the billericay town home game,0,1
43741,who was the away team at the game attended by 81,0,1
43742,what score has a tie of 5,0,1
43743,what was the date of the game that tied at 3,0,1
43744,"what is european release date, when north american release date is ""2013-03-05""",0,1
43745,"what is japanese release date, when australia release date is ""2006-03-23""",0,1
43746,"what is north american release date, when japanese release date is ""2011-06-23""",0,1
43747,"what is the goal difference when there are fewer than 12 wins, 32 goals against and 8 draws",4,3
43748,what's the lowest goal difference when the position is higher than 16,2,1
43749,which venue was the opposing team new zealand on 22/11/1997,0,2
43750,what day was the opposing team australia and the against 25,0,2
43751,what was the status for the opposing team south africa,0,1
43752,"what is the league goals when the fa cup goals are 0, position is mf, league cup apps of 0, and name is ben thornley",5,4
43753,"what is the total apps when league cup apps is 0 (1), and position is df",0,2
43754,what is the total goals for mark ward,2,1
43755,what is the political party of jackie goldberg,0,1
43756,during what years was christine kehoe in assembly,0,1
43757,what were the san francisco resident's years in assembly,0,1
43758,what political party does the person from san diego belong to,0,1
43759,which opposing teams is on 06/02/1988,0,1
43760,"when status of five nations, and a venue of twickenham , london, and a opposing teams of ireland are in",0,3
43761,what's the attendance when the opponents are cambridge united,0,1
43762,what's the average attendance when the opponents are dundalk,5,1
43763,what's the total attendance for h/a of a and opponents of wolverhampton wanderers,3,2
43764,which total has a gold smaller than 4,2,1
43765,"which rank has a nation of china (chn), and a bronze smaller than 4",1,2
43766,"how much total has a bronze smaller than 13, and a nation of netherlands (ned), and a gold larger than 4",3,3
43767,"which website was founded before 1897, and is located in adaminaby",0,2
43768,which website is located in albury and has a school of albury high school,0,2
43769,what is the average year founded that is located in broken hill and has school years of k-6,5,2
43770,"what suburb/town has school years of k-6, was founded before 1875, and has ashfield public school as its school",0,3
43771,what is the year airds high school was founded,0,1
43772,which website has 1921 as the year founded,0,1
43773,what score points has a rank points of defending champion,0,1
43774,"what rank points has an event of wc beijing, and score points of 11",0,2
43775,what shooter has a total of 28,0,1
43776,"what shooter has an event of wc beijing, a total of 16, and rank points of 4",0,3
43777,"what is the average against of murrayfield, edinburgh",5,1
43778,what is the status of the wales opposing team,0,1
43779,what date has an against of 7,0,1
43780,what district was incumbent steve israel first elected after 1998 in the democratic party,0,3
43781,what are the results of a first elected prior to year 1982,0,1
43782,who is the incumbent of the democratic party at an election after 1992 in the new york 1 district who was re-elected,0,4
43783,what is gene sauers' to par,0,1
43784,where is john daly of united states from,0,2
43785,"what is the average rank of the city of el paso, which has a population greater than 672,538",5,2
43786,"what is the state of the city of denver, which has a rank less than 10",0,2
43787,"what is the result when the round is less than 3, the location is in auckland, new zealand, and tko is the method",0,3
43788,what is the smallest round to have a record of 4-0,2,1
43789,what is the result of a round greater than 3,0,1
43790,which event has toa naketoatama as an opponent,0,1
43791,"how many kills have 15 as the injured, with a year prior to 1987",4,2
43792,"what is date, when opposing teams is ""south africa"", and when venus is ""vodacom park , bloemfontein""",0,2
43793,"what is the average against, when status is ""2007 rugby world cup"", and when opposing teams is ""u.s.a.""",5,2
43794,"what is venue, when status is ""2007 rugby world cup"", when against is less than 22, and when date is ""08/09/2007""",0,3
43795,"what is the lowest against, when status is ""first test"", and when date is ""26/05/2007""",2,2
43796,"what is opposing teams, when against is ""20"", and when venue is ""twickenham , london""",0,2
43797,what is the record when danilo pereira was the opponent,0,1
43798,which event had edson claas vieira as an opponent,0,1
43799,which method was used when rafael cavalcante was the opponent,0,1
43800,which method was used when alessio sakara was the opponent,0,1
43801,who is the opponent when the record is 3-8,0,1
43802,what was the 2006 population for the local government area of alexandrina council whose rank was smaller than 19,5,2
43803,"what is the total fat with a smoke point of °c (), 25g of saturated fat",0,2
43804,"what is the total fat when the polyunsaturated fat is 11g, and monounsaturated fat is 73g",0,2
43805,"what is the smoke point with a total fat of 100g, and monounsaturated fat of 46g",0,2
43806,what shows for monounsaturated fat when the saturated fat is 39g,0,1
43807,what is the smoke point when the polyunsaturated fat is 69g (4g in high oleic variety),0,1
43808,"what is the saturated fat when the total fat is 100g, and polyunsaturated fat is 69g (4g in high oleic variety)",0,2
43809,what is the tie no with a score of 2–2,0,1
43810,what is the date of the crystal palace away game,0,1
43811,what is the home team of tie no 2,0,1
43812,what is the home team of tie no 2,0,1
43813,"what is the average grid, when laps is less than 24, when bike is ""honda cbr1000rr"", and when rider is ""jason pridmore""",5,3
43814,"what is the highest laps, when bike is ""yamaha yzf-r1"", when rider is ""david checa"", and when grid is greater than 18",1,3
43815,"what is the sum of grid, when time is ""+16.687""",4,1
43816,"what is the total number of grid, when laps is greater than 24",3,1
43817,"who was the runner-up after season 2 when the total prize money was $108,000",0,2
43818,"what was the highest season number with a total prize of $108,000",1,1
43819,what is the earliest season where aisha jefcoate was the runner-up,2,1
43820,"when the mole was petrina edge, what was the potential prize money",0,1
43821,which share has a weekly rank of 8 and is dated 15 june,0,2
43822,which weekly rank has an official ratings (millions) of 11.58,0,1
43823,which show is dated 9 june,0,1
43824,which weekly rank for a live final show has an official ratings (millions) greater than 5.2,0,2
43825,what is the status with the opposing team of scotland,0,1
43826,"what is the lowest against score for twickenham, london with the status of five nations against ireland",2,3
43827,which venue has a against smaller than 7,0,1
43828,"when has a status of five nations, and a against of 7",0,2
43829,which venue has a against larger than 13,0,1
43830,"name the against which has a venue of wembley stadium , london",1,1
43831,which wins have less than 1 bye,1,1
43832,"which against has losses larger than 10, and wins smaller than 4, and a club of dunolly",2,3
43833,"which byes has an against smaller than 1297, and a club of avoca, and wins larger than 12",5,3
43834,what kit/factory has a j250 model made by jabiru,0,2
43835,"when was the duchess, who was married on 11 july 1643, born",0,1
43836,when was anne of lorraine born,0,1
43837,"when did the duchess, who was married to philippe, die",0,1
43838,"when did the woman, who was married 22 may 1657, cease to be the duchess",0,1
43839,what is the score of the game with a tie no of 3,0,1
43840,who did home team sunderland play on 23 january 1982,0,2
43841,what is the score of the game against away team queens park rangers on 23 january 1982,0,2
43842,what is the score of the game with a tie no of 6,0,1
43843,what is the score of the game home team gillingham played on 23 january 1982,0,2
43844,what is the tie no of the game that home team huddersfield town played,0,1
43845,what is the home team of the game with a 2-0 record,0,1
43846,what is the score of the game with a 3-0 record,0,1
43847,what is the visitor team on april 4,0,1
43848,what is the score of the game with the chicago black hawks as the visitor and a 3-1 record,0,2
43849,"what is instant messaging, when telephony is ""yes with integrated sametime""",0,1
43850,"what is videoconferencing, when synchronous conferencing is ""no"", when web conferencing is ""no"", and when faxing is ""yes""",0,3
43851,"what is videoconferencing, when data conferencing is ""no"", and when web conferencing is ""no""",0,2
43852,"what is application sharing, when web conferencing is ""web conferencing""",0,1
43853,"what is instant messaging, when electronic meeting system is ""yes"", and when name is ""microsoft sharepoint""",0,2
43854,"what is instant messaging, when telephony is ""yes with integrated sametime""",0,1
43855,"what is the july 1, 2010 density when the april 1, 2010 density is 1,694",0,1
43856,"name the mid-2010 to mid-2011 change in the case where then april 1, 2010 census reports 662,564",0,1
43857,"what is the rank where the july 1, 2010 density equals 437",0,1
43858,"what is the july 1, 2011 density if the july 1, 2010 official estimate is 800,482",0,1
43859,"what is the mid-2010 to mid-2011 change where the july 1, 2011 density is 508",0,1
43860,"what country had a july 1, 2010 density of 41",0,1
43861,"what tournament has an outcome of winner, and opponents of eddie dibbs harold solomon",0,2
43862,"what partner has a score of 3–6, 2–6",0,1
43863,what tournament has a partner of tom gorman,0,1
43864,what outcome has opponents of bob hewitt frew mcmillan,0,1
43865,who was the name of the opposing team on 11/02/1961,0,1
43866,which opposing team had an against smaller than 5,0,1
43867,what is the status for 07/01/1961,0,1
43868,what position does karl singer play,0,1
43869,which player is an offensive tackle for the new york jets,0,2
43870,what position does mike dennis play,0,1
43871,which afl team has a pick 4 for the offensive tackle position,0,2
43872,from which country was sodje loaned,0,1
43873,from which club is player c. dickinson,0,1
43874,what is the fate for the bremen ship,0,1
43875,who is the original operator for the ag vulcan builder and the prinzess irene ship,0,2
43876,"what is the tonnage that has builder ag vulcan, and the original operator ndl, and the ship, prinzess irene",0,3
43877,what combined has a 100 yard freestyle of cody miller (palo verde),0,1
43878,what 100 yard backstroke has a 100 yard freestyle of helen yee (sierra vista),0,1
43879,what 50 yard freestyle has a 100 yard butterfly of diving,0,1
43880,what 100 yard butterfly has a 100 yard freestyle of cody miller (palo verde),0,1
43881,"what 500 yard freestyle has a combined of palo verde, and a 100 yard butterfly of edward kollar (douglas)",0,2
43882,what 100 yard freestyle has a 100 yard backstroke of palo verde,0,1
43883,who has a score of 68-71-70=208,0,1
43884,which country has -9 to par with a score of 70-69-68=207,0,2
43885,what is tiger woods' to par,0,1
43886,"which away team played against peterborough united, with a tie no of replay",0,2
43887,"what are the lowest matches that have wickets greater than 16, 3/15 as the best, and an econ less than 8",2,3
43888,"how many econs have 13.76 as the s/rate, with runs less than 325",3,2
43889,"what is the average wickets that have overs greater than 44, danish kaneria as the player, with an average greater than 13.8",5,3
43890,"how many 5+/inns have tyron henderson as the player, with wickets less than 21",3,2
43891,what is the surface when the partner was robert haybittel,0,1
43892,what was the rating of the episode wonder drug,0,1
43893,who was the winning team on may 12,0,1
43894,who was the winning team for circuit zolder,0,1
43895,who was the winning team for round 3,0,1
43896,who was the winning team on july 13,0,1
43897,"name the highest year which has a venue of narbonne , france",1,1
43898,"which competition has a year larger than 1990 in seville , spain",0,2
43899,"count the year which has a venue of latakia , syria",3,1
43900,"which  position has an event of 4x400 m relay, and a venue of stuttgart , germany",0,2
43901,"which year has a competition of european indoor championships, and a venue of budapest , hungary",4,2
43902,how many rounds did satrio hermanto go with an opc-challenge engine,0,2
43903,how many rounds did frédéric vervisch go,0,1
43904,how many rounds did shirley van der lof go,0,1
43905,what c class engine did philipp eng and team hs technik motorsport use,0,3
43906,what is the chassis of rahel frey's volkswagen engine,0,2
43907,what is the greatest number of losses when the against is 1465 and there are more than 7 wins,1,2
43908,"what is the total of against matches when there are less than 12 wins, less than 0 draws, and moulamein is the golden river",4,3
43909,what is the total losses when hay is the golden river and there are more than 2 byes,3,2
43910,what is the total number of draws when there are 1465 against matches and less than 2 byes,3,2
43911,what is the greatest number of losses when there are more than 0 draws and 1390 against matches,1,2
43912,what is the highest number of wins when there are more than 2 byes,1,1
43913,"which percent has wins larger than 72, and a name of john yovicsin",4,2
43914,"how many ties have years of 1919–1925, and a pct larger than 0.734",4,2
43915,"which pct has years of 1957–1970, and wins smaller than 78",4,2
43916,"which wins have years of 1881, and a pct larger than 0.75",5,2
43917,what's the genre of the song recorded in 1929,0,1
43918,"what label is ""weather bird"" under",0,1
43919,what's the year inducted for the label of label,0,1
43920,what genre is the song recorded in 1929,0,1
43921,what genre is the song recorded in 1926,0,1
43922,which party has a residence of san diego,0,1
43923,"which years in senate  has a years in assembly of 2010–present, and toni atkins",0,2
43924,"which party has years in senate of —, and  years in assembly of 2012–present",0,2
43925,show the residence whose name is rich gordon,0,1
43926,which years in assembly has a name of toni atkins,0,1
43927,"which party has years in assembly of 2008–present, and a name of tom ammiano",0,2
43928,in what year(s) did raymond floyd have a total of less than 291 and a to par of +10,0,3
43929,what was jeff sluman's to par when his total was smaller than 284,0,2
43930,what was the finish for lanny wadkins of the united states,0,2
43931,which player had a to par of +11,0,1
43932,from which country was the player whose year(s) won was 1983,0,1
43933,what is the total for the player whose finish was t66,0,1
43934,what is the type of the locomotive which was delivered in 1857-59,0,1
43935,what is the highest quantity of the b ix k.b.sts.b.,1,1
43936,"what is the lowest quantity of the 1b n2 type, which was retired in 1907-12",2,2
43937,what district is jim moran the incumbent for.,0,1
43938,what was the election result before 2004 where eric cantor was the incumbent,0,2
43939,what is the common english for the italian word san gallo,0,1
43940,what is the italian word for glarus,0,1
43941,what is the common english word with the abbr of ai,0,1
43942,what is the abbr of argovia,0,1
43943,what is the french word for fribourg,0,1
43944,what is the abbr for zug,0,1
43945,"what is the finish on june 1, 2008",0,1
43946,"what is the track in louisville, kentucky",0,1
43947,"what is the location of the event on march 30, 2008",0,1
43948,"what race has a purse of $300,000",0,1
43949,"what is the purse on january 3, 2010",0,1
43950,what did united states place when the score was 71-70-72-68=281,0,2
43951,what was the average money for united states when lanny wadkins played,5,2
43952,what was the to par when the score was 71-70-72-68=281,0,1
43953,what is the away team of the game with an attendance of 117,0,1
43954,madrid (stuttgart) tournament with a 1996 of a has this for a career sr,0,2
43955,"which election has a conservative first party, rowland smith as first member, and sir henry wilmot, bt as second member",0,3
43956,"which of the first parties has second member as  charles robert colvile, and a liberal second party",0,2
43957,"which election has second member charles robert colvile, a conservative first party, and first member william mundy",0,3
43958,"which of the second parties has second member charles robert colvile, a conservative first party, and first member william mundy",0,3
43959,who is the first member in the 1868 election,0,1
43960,what is the source with a type of transfer and mex,0,2
43961,what is the name with bayer leverkusen,0,1
43962,what name has a free transfer free and retired,0,2
43963,what transfer fee has a type of transfer for dos santos,0,2
43964,what is the sum of the all around with a 37.75 total,4,1
43965,what is the average final with an all around larger than 19.4 and total more than 39.9,5,2
43966,what is the name of the storm active during season aggregates,0,1
43967,"what report has tour match as the status, with an against less than 22",0,2
43968,"how many againsts have asba park, kimberley as the venue",4,1
43969,what status has gauteng falcons as the opposing team,0,1
43970,what opposing team has second test as the status,0,1
43971,what report has gauteng falcons as the opposing team,0,1
43972,what status has 18 as the against,0,1
43973,what is the number of recepits per arrival in 2010 (col 2)/(col 1) usd with colombia (1) as the selected carribean and latin american country,0,1
43974,"what is 17th c., when initial-syllable open/semi-open unstressed vowels is ""o /ɵ/""",0,1
43975,"what is british, when examples is ""november, rotunda, colossus, proscenium""",0,1
43976,"what is american, when british is ""ɪ, ə"", and when initial-syllable open/semi-open unstressed vowels is ""æ /ɨ/""",0,2
43977,"what is initial-syllable open/semi-open unstresses vowels, when australian is ""ə""",0,1
43978,"what is australian, when british is ""aɪ, ɪ, ə""",0,1
43979,"what is american, when initial-syllable open/semi-open unstressed vowels is ""y /aɪ, ɨ/""",0,1
43980,what is the date for catalog rcd 10160,0,1
43981,what country has cd format and catalog rcd 10523,0,2
43982,"which country is dated october 20, 1976",0,1
43983,which label has the catalog cdzap22,0,1
43984,what is the date for the catalog cdzap22 in the united kingdom,0,2
43985,"what is place, when score is ""66"", when country is ""united states"", and when player is ""dudley hart""",0,3
43986,"what is the lowest score, when place is ""1""",2,1
43987,"what is to par, when score is ""66"", and when player is ""brad faxon""",0,2
43988,what is the opponent in the final after 2008 at the paul hunter classic,0,2
43989,what is the latest year for first elected with john hostettler as incumbent and a result of lost re-election democratic gain,1,2
43990,who is the owner/operator of the line from kambalda to esperance,0,1
43991,what is the name of the line from karratha to port hedland,0,1
43992,what is the maximum diameter of the mid west gas pipeline (1999),0,1
43993,who is the owner operator who has license number pl 59,0,1
43994,what is the license number where the maximum diameter is 400 mm,0,1
43995,what is the name where the license number is pl 22,0,1
43996,which venue has 16 against,0,1
43997,what is the against for the opposing team of wales with the status of five nations,5,2
43998,"can you tell me the average average that has the rank larger than 4, and the player of dean minors",5,2
43999,what is the venue where john zibnack was the runner-up,0,1
44000,"who is the winner in des moines, iowa where p.h. finkbank was the runner-up",0,2
44001,what is the location where ed c. kingsley was the runner-up in 1939,0,2
44002,who is the winner when mark fuller was the runner-up,0,1
44003,what is the venue in 2002,0,1
44004,who is the runner-up in 1901,0,1
44005,what australian sound is equivalent to e /ɛ/,0,1
44006,what was the score of the game when they played at new york islanders,0,1
44007,"which of the r. epp, has j thiessen of tjoatj",0,1
44008,"which of the r. epp, has ed zacharias from rollen, jerolt, golt",0,1
44009,which of the a. dyck has j. thiessen of du,0,1
44010,which of the h. rempel has j. j. neufeld of sajen,0,1
44011,"what is the sum of against, when status is ""six nations"", and when date is ""30/03/2003""",4,2
44012,"what is opposing teams, when against is less than 6",0,1
44013,"what is date, when against is ""22""",0,1
44014,what shows for money (£) when south africa is the country,1,1
44015,what is the to par when lanny wadkins is the player,0,1
44016,what was the score of the marco island tournament match when kathleen horvath won runner-up,0,2
44017,"what was the tournament that was on july 6, 1987",0,1
44018,what is pick 246's position,0,1
44019,"which pick has a player of chuck bryant, and an nfl club of san diego chargers",0,2
44020,what is the position of the pittsburgh steelers,0,1
44021,"which nfl club has a player of sam tidmore, and a pick of 81",0,2
44022,which club had round of group stage round 1 and 5,0,1
44023,what is the aggregate for the first round for k.s.v. waregem,0,2
44024,what is the away where the round is the second round,0,1
44025,which team 1 has a 2nd leg of 1-3,0,1
44026,what is the agg for 1st leg 1-2 and 2nd leg of withdrew,0,2
44027,what is the 2nd leg if the 1st leg is 3-1 and the team 2 is union sportive de la médina d'alger,0,2
44028,what is team 2 if the 1st leg is 3-1 and the 2nd leg is 4-1,0,2
44029,what was the broadcaste date for the episode with a run time of 24:44,0,1
44030,which episode had 9.1 million viewers,0,1
44031,"what is country, when previous team (league) is ""kingston frontenacs ( ohl )"", and when player is ""anthony stewart category:articles with hcards""",0,2
44032,"what is player, when pick is ""3"", when position is ""defense"", and when year is less than 2010",0,3
44033,"what is position, when year is less than 2000, and when player is ""radek dvorak category:articles with hcards""",0,2
44034,"what is player, when previous team (league) is ""medicine hat tigers ( whl )"", and when year is less than 2002",0,2
44035,"what is country, when year is ""1994""",0,1
44036,what episode has 7.8 million viewers,0,1
44037,what episode has a run time of 25:12,0,1
44038,what is the broadcast date with 7.0 million viewers,0,1
44039,what is the average total for dave stockton,5,1
44040,"what is the sum of the to par for the united states in the winning year of 1967, and has a total of more than 146",4,3
44041,what is the score for the game in which arsenal was the away team,0,1
44042,what is the score for the tie number 15,0,1
44043,what outgoing manager left at his end of tenure as caretaker and was replaced by jesper hansen,0,2
44044,what team's pre-season manager's manner of departure was the end of tenure as caretaker,0,2
44045,what place is fredrik jacobson from,0,1
44046,"what is the to par of tiger woods, where his score was less than 67, and he was in t1 place",0,3
44047,what place is player brad faxon from,0,1
44048,what is sweden's lowest score,2,1
44049,which sub-parish (sogn) was built after 1894 in the parish (prestegjeld) of jostedal parish,0,2
44050,which sub-parish (sogn) is in the parish (prestegjeld) of hafslo parish and has a church called hafslo kyrkje,0,2
44051,which sub-parish (sogn) is in the parish (prestegjeld) of hafslo parish and is located in the church of urnes,0,2
44052,which sub-parish (sogn) was built before 1883 in the parish (prestegjeld) of jostedal parish and is located in the church of gaupne,0,3
44053,which sub-parish (sogn) has a church named jostedal kyrkje,0,1
44054,what's the national title of miss international ikumi yoshimatsu,0,1
44055,what's the earliest year the philippines won,2,1
44056,what's the average year lebanon won,5,1
44057,what country or territory is małgorzata rożniecka from,0,1
44058,which team had a league of regionalliga süd,0,1
44059,what was the home for season 1949-50,0,1
44060,which season had a home 2-3,0,1
44061,which team had a season 1954-55,0,1
44062,what season has an away 2-0,0,1
44063,what team has a home of 2-3,0,1
44064,"what is the total that wehn lithuania is the nation, and silver is more than 0",2,2
44065,"what is the rank when bronze was more than 0, gold more than 1, nation is japan, and silver less than 0",5,4
44066,what is the rank when the total is less than 1,2,1
44067,"what is the total when silver is more than 0, and bronze less than 0",1,2
44068,"what is the rank that when serbia is the nation, and gold is larger than 0",4,2
44069,"which year(s) won has a to par smaller than 12, and a player of john daly",0,2
44070,"which player has a to par of 12, and a country of fiji",0,2
44071,which total has a to par larger than 12,2,1
44072,"how much to par has a total larger than 149, and a country of united states, and a year(s) won of 1997",4,3
44073,"which network has a rank larger than 5, a show of 2012 summer olympics closing ceremony in london",0,2
44074,"which rank has a network of bbc one, and a number of viewers of 30.15million question 2",4,2
44075,when has a rank larger than 2 and a network of itv,0,2
44076,what is the term of office for leonard reynolds of nsw,0,2
44077,what state shows for cunningham,0,1
44078,"what is the electorate when the term of office was 1955–1972, for peter howson",0,2
44079,"what party has a term of office of 1951–1966, and a state of sa",0,2
44080,what was the attendance at jobing.com arena,3,1
44081,what is the date of the game with a loss of leneveu (1–0–1),0,1
44082,what is the date with a game with a record of 2–1–1,0,1
44083,what is the score at jobing.com arena,0,1
44084,what is the opponent of the game on september 26,0,1
44085,"what label has a region of united states, and a format of cassette",0,2
44086,what date has a label of grilled cheese,0,1
44087,what catalog has a label of geffen records / universal music special markets,0,1
44088,"what label has a format of cd, and a catalog of crgd 86136",0,2
44089,what region has a catalog of crgd 86136,0,1
44090,what label has a catalog of 486 136-2,0,1
44091,"which date has an attendance larger than 51,338, and an opponent of manchester united",0,2
44092,which opponent has a result of 0-3,0,1
44093,"what is the total attendance with a 1-0 result, at venue h, and round sf",4,3
44094,what is the lowest attendance at venue h in round r2,2,2
44095,what is the highest attendance for the opponents club brugge in venue a,1,2
44096,what is the round for the opponent cska sofia in venue a,0,2
44097,what player placed t10,0,1
44098,what was bernhard langer's highest score,1,1
44099,what was craig stadler's lowest score for united states,2,2
44100,what money (£) has a country of ireland,0,1
44101,what player has a place of t10,0,1
44102,what to par has a score of 71-73-71-71=286,0,1
44103,what place has a to par of –4,0,1
44104,"what score has a place of t8, and a country of scotland",0,2
44105,"what to par has a country of united states, and a score of 67-66-78-77=288",0,2
44106,"what is the average money ( $ ), when country is ""united states"", and when to par is ""+3""",5,2
44107,"what is money ( $ ), when player is ""morgan pressel""",0,1
44108,"what is place, when player is ""mi hyun kim""",0,1
44109,what was the tonnage on 30 march 1943,5,1
44110,what was the fate on 27 june 1942,0,1
44111,what was the tonnage on 12 september 1942,0,1
44112,what was yugoslavia's fate,0,1
44113,what is the status of the ship ins ranvir,0,1
44114,who was the builder of the ship ins rana,0,1
44115,"what is the place in 2007 for the song "" work your magic """,0,2
44116,"who is the composer of "" peace will come """,0,1
44117,what year shows 248 (sf: 217) points,3,1
44118,"what is the place later than 2007, with 141 (sf:83) points",0,2
44119,what artist shows 2007 and composer of hayko,0,2
44120,what place is corey pavin in,0,1
44121,"which 1991-92 has a 1993-94 smaller than 34, and a team of argentinos juniors",0,2
44122,"how many points have an average smaller than 1, a played larger than 38, and a team of gimnasia de la plata",4,3
44123,"which 1992-93 has played of 114, and a 1991-92 of 48",0,2
44124,which 1991-92 has a 1993-94 of 43,0,1
44125,which 1992-93 has a 1993-94 of 43,0,1
44126,which atomic property has helium of 4.16,0,1
44127,which krypton has neon of 10,0,1
44128,which radon has neon of 4.79,0,1
44129,which neon has atomic property of average valence electron energy (avee),0,1
44130,which radon has atomic property of outer shell electron configuration,0,1
44131,which xenon has neon of 20.1797(6),0,1
44132,what is the highest attendance of the game with eastwood town as the away team,1,1
44133,what place is scott mccarron in,0,1
44134,what is alexandr elke's weight,0,1
44135,what is the name of the d player from the dinamo moscow club,0,2
44136,what is the date of birth of the player from the csk vmf moscow club,0,1
44137,what is the weight of the player from dshnk almaty club with a height of m (ft 6in),0,2
44138,"which position has goals against smaller than 43, and wins larger than 14, and played larger than 38",4,3
44139,"which goals for has a position smaller than 16, and wins smaller than 19, and goals against smaller than 32",2,3
44140,"which points have goals against of 32, and played larger than 38",1,2
44141,"which position has goals against smaller than 59, and goals for larger than 32, and draws larger than 9, and points larger than 35",5,4
44142,what district re-elected a republican,0,2
44143,which incumbent was first elected in 1987,0,1
44144,from which country is the player who made less than $216,0,1
44145,"where did the player place who is from the united states, who made more than $216, and whose score was 74-70-71-69=284",0,3
44146,which player placed in t5 and had a score of 72-71-73-78=294,0,2
44147,what is the year that a record was recorded with libor pesek as conductor,4,1
44148,what record company did pianist solomon cutner record for,0,1
44149,what record company did conductor mikhail snitko record for after 1996,0,2
44150,which event had a total of 28,0,1
44151,who was the shooter when the rank points was 8 and the event was wc kerrville,0,2
44152,what was the total when the score points was 12 and the rank points was 15,0,2
44153,"what is the score at the champions league, when the result shows win",0,2
44154,what was the competition when the opponent was the randers,0,1
